sample,type,density
255,Inside,1.004
255,Inside,0.694
255,Inside,1.76
255,Inside,0.887
255,Inside,1.412
255,Inside,3.729
255,Inside,2.744
255,Inside,4.294
255,Inside,1.7
255,Inside,0.751
255,Inside,0.423
255,Inside,0.882
255,Inside,0.849
255,Inside,1.767
255,Inside,2.019
255,Inside,2.729
255,Inside,0.423
255,Inside,2.769
255,Inside,1.221
255,Inside,2.942
255,Inside,0.352
255,Inside,2.286
255,Inside,0.369
255,Inside,0.4
255,Inside,0.452
269,Inside,5.05
269,Inside,3.573
269,Inside,1.726
269,Inside,7.057
269,Inside,8.206
269,Inside,3.16
269,Inside,3
269,Inside,2.854
269,Inside,2.57
269,Inside,3.626
269,Inside,4.723
269,Inside,11.836
269,Inside,3.793
269,Inside,2.626
276,Inside,2.502
276,Inside,2.697
276,Inside,2.945
276,Inside,4.03
276,Inside,3.888
276,Inside,2.624
276,Inside,1.672
276,Inside,2.228
276,Inside,3.886
276,Inside,3.96
276,Inside,1.607
276,Inside,2.933
276,Inside,3.084
276,Inside,2.06
276,Inside,2.705
276,Inside,2.185
276,Inside,1.803
276,Inside,3.705
276,Inside,2.133
276,Inside,1.48
276,Inside,2.35
276,Inside,1.83
276,Inside,2.529
276,Inside,3.297
276,Inside,2.67
276,Inside,0.947
276,Inside,2.372
276,Inside,3.702
276,Inside,2.872
276,Inside,3.95
276,Inside,3.955
276,Inside,3.7
276,Inside,1.008
276,Inside,2.395
276,Inside,0.691
276,Inside,2.089
276,Inside,0.974
276,Inside,6.351
276,Inside,1.417
276,Inside,0.96
276,Inside,0.96
276,Inside,2.431
276,Inside,3.535
276,Inside,1.373
276,Inside,2.385
276,Inside,4.941
276,Inside,2.789
276,Inside,12.733
276,Inside,3.081
276,Inside,2.944
276,Inside,1.943
276,Inside,5.815
276,Inside,4.021
276,Inside,2.155
276,Inside,1.165
276,Inside,4.617
276,Inside,3.242
276,Inside,5.661
276,Inside,5.27
276,Inside,2.031
276,Inside,1.727
276,Inside,1.494
276,Inside,6.284
276,Inside,1.125
276,Inside,1.344
276,Inside,1.952
276,Inside,1.601
276,Inside,3.243
276,Inside,1.416
276,Inside,6.049
276,Inside,1.746
276,Inside,2.569
276,Inside,1.73
276,Inside,3.289
276,Inside,18.199
276,Inside,2.1
276,Inside,8.965
276,Inside,2.59
276,Inside,2.255
276,Inside,7.543
276,Inside,2.062
276,Inside,0.537
297,Inside,26.624
297,Inside,21.089
297,Inside,4.69
297,Inside,1.134
297,Inside,1.236
297,Inside,1.092
297,Inside,1.754
297,Inside,0.778
297,Inside,2.62
297,Inside,8.243
297,Inside,1.302
297,Inside,2.906
297,Inside,1.444
297,Inside,0.803
297,Inside,1.772
297,Inside,7.177
297,Inside,1.636
297,Inside,2.215
297,Inside,2.357
297,Inside,1.417
297,Inside,3.015
297,Inside,2.795
297,Inside,12.481
297,Inside,2.408
297,Inside,5.59
297,Inside,2.892
297,Inside,4.285
297,Inside,1.703
297,Inside,3.811
297,Inside,3.69
297,Inside,2.536
304,Inside,0.413
304,Inside,0.438
304,Inside,0.608
304,Inside,2.045
304,Inside,1.115
304,Inside,1.128
304,Inside,1.078
304,Inside,1.088
304,Inside,1.34
304,Inside,2.381
304,Inside,0.663
304,Inside,0.639
304,Inside,3.454
304,Inside,1.06
304,Inside,3.343
304,Inside,0.344
304,Inside,2.063
304,Inside,3.061
304,Inside,0.746
304,Inside,4.573
304,Inside,2.443
304,Inside,2.405
304,Inside,1.788
304,Inside,2.689
304,Inside,3.07
304,Inside,2.927
304,Inside,1.15
304,Inside,2.892
304,Inside,6.693
304,Inside,4.265
304,Inside,1.095
304,Inside,2.708
304,Inside,2.868
304,Inside,2.872
304,Inside,2.897
304,Inside,2.547
304,Inside,2.142
304,Inside,12.063
304,Inside,3.526
304,Inside,4.144
304,Inside,1.892
304,Inside,1.567
304,Inside,2.471
304,Inside,6.29
304,Inside,3.908
304,Inside,4.188
304,Inside,3.343
304,Inside,15.374
304,Inside,6.9
304,Inside,5.764
304,Inside,2.054
304,Inside,5.193
304,Inside,8.023
304,Inside,3.169
304,Inside,4.388
304,Inside,1.817
304,Inside,1.513
304,Inside,0.534
318,Inside,0.919
318,Inside,1.455
318,Inside,0.849
318,Inside,3.43
332,Inside,0.821
332,Inside,5.765
332,Inside,0.427
332,Inside,0.432
332,Inside,0.882
332,Inside,1.466
332,Inside,1.56
332,Inside,1.466
332,Inside,0.791
332,Inside,0.503
332,Inside,1.293
332,Inside,6.49
332,Inside,6.587
332,Inside,3.308
332,Inside,4.485
332,Inside,1.198
332,Inside,0.449
332,Inside,1.058
332,Inside,4.776
332,Inside,1.138
332,Inside,0.404
332,Inside,0.494
332,Inside,0.407
332,Inside,0.546
332,Inside,0.64
339,Inside,7.267
339,Inside,4.422
339,Inside,5.855
339,Inside,6.437
409,Inside,6.04
409,Inside,10.342
409,Inside,11.072
409,Inside,0.914
409,Inside,4.103
409,Inside,1.421
409,Inside,12.783
409,Inside,0.838
409,Inside,6.104
409,Inside,1.249
409,Inside,5.582
409,Inside,1.152
409,Inside,12.809
409,Inside,1.019
409,Inside,2.303
409,Inside,1.13
409,Inside,1.107
409,Inside,0.781
409,Inside,4.791
409,Inside,0.616
409,Inside,20.432
409,Inside,0.72
409,Inside,0.743
409,Inside,6.639
409,Inside,2.984
409,Inside,4.668
409,Inside,1.093
409,Inside,0.951
409,Inside,0.591
409,Inside,1.133
409,Inside,3.134
409,Inside,1.208
409,Inside,2.795
409,Inside,1.184
409,Inside,1.404
409,Inside,1.104
409,Inside,2.251
409,Inside,1.058
409,Inside,3.245
409,Inside,0.319
409,Inside,2.916
409,Inside,7.261
409,Inside,1.508
409,Inside,1.117
409,Inside,0.834
409,Inside,1.089
409,Inside,0.623
409,Inside,2.663
409,Inside,0.854
409,Inside,1.566
409,Inside,1.797
409,Inside,1.277
409,Inside,0.352
409,Inside,2.979
409,Inside,3.481
409,Inside,2.166
409,Inside,0.788
409,Inside,7.427
409,Inside,1.251
409,Inside,1.926
409,Inside,1.017
409,Inside,0.829
409,Inside,1.349
409,Inside,2.154
409,Inside,5.081
409,Inside,1.695
409,Inside,1.398
409,Inside,1.429
409,Inside,1.878
409,Inside,1.136
409,Inside,1.626
409,Inside,1.752
409,Inside,1.972
409,Inside,1.01
409,Inside,2.874
409,Inside,2.599
409,Inside,6.681
409,Inside,1.002
409,Inside,2.79
409,Inside,1.808
409,Inside,1.479
409,Inside,7.731
409,Inside,2.086
409,Inside,16.825
409,Inside,0.934
409,Inside,6.31
409,Inside,2.054
409,Inside,3.314
409,Inside,2.65
409,Inside,1.62
409,Inside,1.123
409,Inside,1.284
409,Inside,0.959
409,Inside,0.876
409,Inside,1.225
409,Inside,0.892
409,Inside,1.71
409,Inside,1.913
409,Inside,0.999
409,Inside,0.657
409,Inside,1.682
409,Inside,1.131
409,Inside,1.489
409,Inside,1.222
409,Inside,11.272
409,Inside,0.771
409,Inside,1.102
409,Inside,2.227
409,Inside,1.233
409,Inside,0.934
409,Inside,0.957
409,Inside,3.358
409,Inside,1.067
409,Inside,2.458
409,Inside,1.899
409,Inside,1.093
409,Inside,0.77
409,Inside,2.349
409,Inside,2.255
409,Inside,1.084
409,Inside,1.008
409,Inside,1.091
409,Inside,0.845
409,Inside,1.661
409,Inside,1.168
409,Inside,1.321
409,Inside,1.011
409,Inside,1.819
409,Inside,0.903
409,Inside,1.184
409,Inside,0.985
409,Inside,1.284
409,Inside,2.176
409,Inside,1.172
409,Inside,1.571
409,Inside,2.074
409,Inside,1.16
409,Inside,1.212
409,Inside,1.762
409,Inside,0.811
409,Inside,2.091
409,Inside,2.176
409,Inside,1.509
409,Inside,2.262
409,Inside,1.347
409,Inside,0.787
409,Inside,0.915
409,Inside,2.681
409,Inside,1.055
409,Inside,1.7
409,Inside,2.501
409,Inside,1.88
409,Inside,0.809
409,Inside,1.438
409,Inside,0.669
409,Inside,1.041
409,Inside,2.234
409,Inside,0.499
409,Inside,1.548
409,Inside,1.073
409,Inside,3.164
409,Inside,0.598
409,Inside,0.505
409,Inside,3.996
409,Inside,0.881
409,Inside,0.632
409,Inside,0.669
409,Inside,2.158
409,Inside,0.683
409,Inside,2.13
409,Inside,1.443
409,Inside,1.047
409,Inside,0.505
409,Inside,1.276
409,Inside,1.287
409,Inside,0.482
409,Inside,0.45
409,Inside,0.782
409,Inside,0.653
409,Inside,1.086
409,Inside,1.301
409,Inside,1.096
409,Inside,0.642
409,Inside,0.732
409,Inside,0.696
409,Inside,0.599
409,Inside,0.334
409,Inside,0.593
409,Inside,0.739
409,Inside,0.43
430,Inside,2.89
430,Inside,0.838
430,Inside,1.224
430,Inside,11.543
430,Inside,1.069
430,Inside,1.489
430,Inside,2.473
430,Inside,10.055
430,Inside,11.208
430,Inside,0.756
430,Inside,1.259
430,Inside,0.859
430,Inside,3.633
430,Inside,1.621
430,Inside,2.434
430,Inside,1.15
430,Inside,7.29
430,Inside,1.655
430,Inside,0.741
430,Inside,3.274
430,Inside,3.984
430,Inside,8.072
430,Inside,2.058
430,Inside,3.035
430,Inside,6.666
430,Inside,6.024
430,Inside,2.614
430,Inside,4.472
430,Inside,5.616
430,Inside,0.31
430,Inside,8.232
430,Inside,5.316
430,Inside,6.876
430,Inside,2.233
430,Inside,2.609
430,Inside,4.838
430,Inside,3.61
430,Inside,3.621
430,Inside,2.677
430,Inside,1.684
430,Inside,23.673
430,Inside,0.769
430,Inside,0.95
430,Inside,1.596
430,Inside,6.029
430,Inside,1.095
430,Inside,5.546
430,Inside,0.781
430,Inside,11.466
430,Inside,2.135
430,Inside,0.936
430,Inside,3.14
430,Inside,0.407
430,Inside,2.736
430,Inside,6.299
430,Inside,1.988
430,Inside,0.664
430,Inside,1.72
430,Inside,1.163
430,Inside,13.73
430,Inside,2.501
430,Inside,4.209
430,Inside,1.402
430,Inside,2.665
430,Inside,1.339
430,Inside,1.191
430,Inside,2.04
430,Inside,1.192
430,Inside,1.151
430,Inside,2.031
430,Inside,1.404
430,Inside,1.382
430,Inside,8.28
430,Inside,3.509
430,Inside,1.208
430,Inside,2.726
430,Inside,10.026
430,Inside,2.037
430,Inside,3.275
430,Inside,13.63
430,Inside,2.116
430,Inside,1.553
430,Inside,6.137
430,Inside,1.467
430,Inside,1.157
430,Inside,1.3
430,Inside,1.189
430,Inside,1.24
430,Inside,2.109
430,Inside,2.251
430,Inside,0.914
430,Inside,0.956
430,Inside,1.314
430,Inside,1.085
430,Inside,2.088
430,Inside,1.019
430,Inside,0.835
430,Inside,0.577
430,Inside,1.133
430,Inside,1.121
430,Inside,1.698
444,Inside,4.395
444,Inside,10.46
444,Inside,13.41
444,Inside,20.721
444,Inside,5.63
444,Inside,18.082
444,Inside,6.561
444,Inside,7.933
444,Inside,4.436
444,Inside,0.941
444,Inside,11.981
444,Inside,19.648
444,Inside,1.836
444,Inside,5.549
444,Inside,3.346
444,Inside,1.573
444,Inside,4.215
444,Inside,1.564
444,Inside,13.659
444,Inside,0.884
444,Inside,2.893
444,Inside,3.056
444,Inside,0.799
444,Inside,2.432
444,Inside,0.696
444,Inside,7.726
444,Inside,1.496
444,Inside,2.842
444,Inside,1.031
444,Inside,2.8
444,Inside,3.775
444,Inside,1.883
444,Inside,5.65
444,Inside,2.106
444,Inside,31.271
444,Inside,1.09
444,Inside,2.23
444,Inside,2.012
444,Inside,4.533
444,Inside,1.029
444,Inside,9.219
444,Inside,0.872
444,Inside,3.173
444,Inside,0.584
444,Inside,9.38
444,Inside,3.204
444,Inside,13.24
444,Inside,1.129
444,Inside,1.992
444,Inside,1.051
444,Inside,1.593
444,Inside,0.855
444,Inside,2.129
444,Inside,2.914
444,Inside,0.302
444,Inside,2.994
444,Inside,2.196
444,Inside,1.611
444,Inside,1.125
444,Inside,2.672
444,Inside,1.056
444,Inside,1.732
444,Inside,1.832
444,Inside,2.232
444,Inside,5.239
444,Inside,2.429
444,Inside,2.426
444,Inside,1.933
444,Inside,2.384
444,Inside,5.016
444,Inside,2.133
444,Inside,1.102
444,Inside,3.341
444,Inside,0.43
444,Inside,2.057
444,Inside,3.727
444,Inside,0.409
444,Inside,6.165
444,Inside,1.672
444,Inside,1.157
444,Inside,3.06
444,Inside,0.83
444,Inside,1.978
444,Inside,1.396
444,Inside,0.951
444,Inside,0.79
444,Inside,1.129
444,Inside,0.96
444,Inside,1.275
444,Inside,1.224
444,Inside,0.848
444,Inside,1.09
444,Inside,1.336
444,Inside,3.379
444,Inside,1.526
444,Inside,1.124
444,Inside,1.143
444,Inside,0.891
444,Inside,2.21
444,Inside,1.702
444,Inside,10.787
444,Inside,1.464
444,Inside,1.489
444,Inside,0.787
444,Inside,1.712
444,Inside,0.991
444,Inside,1.713
444,Inside,1.324
444,Inside,1.556
444,Inside,0.838
444,Inside,1.34
444,Inside,0.325
444,Inside,1.548
444,Inside,1.975
444,Inside,2.824
444,Inside,0.99
444,Inside,1.279
444,Inside,0.994
444,Inside,6.647
444,Inside,1.204
444,Inside,1.518
444,Inside,1.062
444,Inside,2.227
444,Inside,0.817
444,Inside,2.691
444,Inside,2.445
444,Inside,1.331
444,Inside,3.782
444,Inside,0.791
444,Inside,2.25
444,Inside,2.703
444,Inside,0.757
444,Inside,1.224
451,Inside,0.711
451,Inside,0.711
451,Inside,5.905
451,Inside,5.905
451,Inside,0.398
451,Inside,0.398
451,Inside,0.464
451,Inside,0.464
451,Inside,92.681
451,Inside,92.681
451,Inside,34.947
451,Inside,34.947
451,Inside,11.61
451,Inside,11.61
451,Inside,0.45
451,Inside,0.45
451,Inside,1.89
451,Inside,1.89
451,Inside,2.92
451,Inside,2.92
451,Inside,1.585
451,Inside,1.585
451,Inside,19.511
451,Inside,19.511
451,Inside,12.157
451,Inside,12.157
451,Inside,13.904
451,Inside,13.904
451,Inside,11.741
451,Inside,11.741
451,Inside,0.857
451,Inside,0.857
451,Inside,3.606
451,Inside,3.606
451,Inside,14.948
451,Inside,14.948
451,Inside,0.795
451,Inside,0.795
451,Inside,0.573
451,Inside,0.573
451,Inside,0.398
451,Inside,0.398
451,Inside,0.534
451,Inside,0.534
451,Inside,2.944
451,Inside,2.944
451,Inside,2.691
451,Inside,2.691
451,Inside,5.051
451,Inside,5.051
451,Inside,9.961
451,Inside,9.961
451,Inside,3.178
451,Inside,3.178
451,Inside,15.381
451,Inside,15.381
451,Inside,1.245
451,Inside,1.245
451,Inside,25.41
451,Inside,25.41
451,Inside,2.892
451,Inside,2.892
451,Inside,1.423
451,Inside,1.423
451,Inside,11
451,Inside,11
451,Inside,4.632
451,Inside,4.632
451,Inside,3.416
451,Inside,3.416
451,Inside,4.952
451,Inside,4.952
451,Inside,3.601
451,Inside,3.601
451,Inside,8.507
451,Inside,8.507
451,Inside,6.972
451,Inside,6.972
451,Inside,1.037
451,Inside,1.037
451,Inside,0.641
451,Inside,0.641
451,Inside,0.606
451,Inside,0.606
451,Inside,4.91
451,Inside,4.91
451,Inside,0.534
451,Inside,0.534
451,Inside,1.316
451,Inside,1.316
451,Inside,5.201
451,Inside,5.201
451,Inside,0.398
451,Inside,0.398
451,Inside,0.675
451,Inside,0.675
451,Inside,0.464
451,Inside,0.464
451,Inside,17.173
451,Inside,17.173
451,Inside,4.522
451,Inside,4.522
451,Inside,0.534
451,Inside,0.534
451,Inside,13.032
451,Inside,13.032
451,Inside,1.034
451,Inside,1.034
451,Inside,1.13
451,Inside,1.13
451,Inside,8.128
451,Inside,8.128
451,Inside,1.067
451,Inside,1.067
451,Inside,7.3
451,Inside,7.3
451,Inside,9.584
451,Inside,9.584
451,Inside,0.641
451,Inside,0.641
451,Inside,7.471
451,Inside,7.471
451,Inside,10.126
451,Inside,10.126
451,Inside,11.477
451,Inside,11.477
451,Inside,2.211
451,Inside,2.211
451,Inside,0.464
451,Inside,0.464
451,Inside,8.073
451,Inside,8.073
451,Inside,4.175
451,Inside,4.175
451,Inside,5.935
451,Inside,5.935
451,Inside,0.889
451,Inside,0.889
451,Inside,2.122
451,Inside,2.122
451,Inside,4.764
451,Inside,4.764
451,Inside,19.98
451,Inside,19.98
451,Inside,22.628
451,Inside,22.628
451,Inside,1.579
451,Inside,1.579
451,Inside,8.566
451,Inside,8.566
451,Inside,9.44
451,Inside,9.44
451,Inside,20.771
451,Inside,20.771
451,Inside,0.606
451,Inside,0.606
451,Inside,7.133
451,Inside,7.133
451,Inside,4.882
451,Inside,4.882
451,Inside,2.141
451,Inside,2.141
451,Inside,2.118
451,Inside,2.118
451,Inside,5.909
451,Inside,5.909
451,Inside,5.988
451,Inside,5.988
451,Inside,9.18
451,Inside,9.18
451,Inside,1.76
451,Inside,1.76
451,Inside,0.641
451,Inside,0.641
451,Inside,0.795
451,Inside,0.795
451,Inside,22.102
451,Inside,22.102
451,Inside,0.534
451,Inside,0.534
451,Inside,19.142
451,Inside,19.142
451,Inside,1.462
451,Inside,1.462
451,Inside,0.819
451,Inside,0.819
451,Inside,0.795
451,Inside,0.795
451,Inside,4.517
451,Inside,4.517
451,Inside,3.374
451,Inside,3.374
451,Inside,0.573
451,Inside,0.573
451,Inside,7.304
451,Inside,7.304
451,Inside,8.168
451,Inside,8.168
451,Inside,0.795
451,Inside,0.795
451,Inside,16.743
451,Inside,16.743
451,Inside,0.857
451,Inside,0.857
451,Inside,0.464
451,Inside,0.464
451,Inside,7.133
451,Inside,7.133
451,Inside,4.731
451,Inside,4.731
451,Inside,0.75
451,Inside,0.75
451,Inside,5.776
451,Inside,5.776
451,Inside,4.275
451,Inside,4.275
451,Inside,1.174
451,Inside,1.174
451,Inside,0.398
451,Inside,0.398
451,Inside,8.432
451,Inside,8.432
451,Inside,1.242
451,Inside,1.242
451,Inside,4.698
451,Inside,4.698
451,Inside,9.364
451,Inside,9.364
451,Inside,9.016
451,Inside,9.016
451,Inside,0.534
451,Inside,0.534
451,Inside,2.715
451,Inside,2.715
451,Inside,0.907
451,Inside,0.907
451,Inside,7.688
451,Inside,7.688
451,Inside,7.441
451,Inside,7.441
451,Inside,0.534
451,Inside,0.534
451,Inside,0.534
451,Inside,0.534
451,Inside,0.997
451,Inside,0.997
451,Inside,4.981
451,Inside,4.981
451,Inside,0.398
451,Inside,0.398
451,Inside,6.763
451,Inside,6.763
451,Inside,9.336
451,Inside,9.336
451,Inside,0.641
451,Inside,0.641
451,Inside,3.949
451,Inside,3.949
451,Inside,1.214
451,Inside,1.214
451,Inside,0.75
451,Inside,0.75
451,Inside,11.867
451,Inside,11.867
451,Inside,10.23
451,Inside,10.23
451,Inside,0.819
451,Inside,0.819
451,Inside,2.163
451,Inside,2.163
451,Inside,4.368
451,Inside,4.368
451,Inside,1.61
451,Inside,1.61
451,Inside,20.728
451,Inside,20.728
451,Inside,0.971
451,Inside,0.971
451,Inside,9.662
451,Inside,9.662
451,Inside,18.234
451,Inside,18.234
451,Inside,4.807
451,Inside,4.807
451,Inside,4.301
451,Inside,4.301
451,Inside,8.613
451,Inside,8.613
451,Inside,6.952
451,Inside,6.952
451,Inside,0.337
451,Inside,0.337
451,Inside,7.48
451,Inside,7.48
451,Inside,13.175
451,Inside,13.175
451,Inside,0.997
451,Inside,0.997
451,Inside,1.64
451,Inside,1.64
451,Inside,0.961
451,Inside,0.961
451,Inside,9.369
451,Inside,9.369
451,Inside,2.757
451,Inside,2.757
451,Inside,5.013
451,Inside,5.013
451,Inside,1.509
451,Inside,1.509
451,Inside,10.743
451,Inside,10.743
451,Inside,17.501
451,Inside,17.501
451,Inside,0.337
451,Inside,0.337
451,Inside,1.591
451,Inside,1.591
451,Inside,1.391
451,Inside,1.391
451,Inside,29.028
451,Inside,29.028
451,Inside,1.897
451,Inside,1.897
451,Inside,7.338
451,Inside,7.338
451,Inside,7.431
451,Inside,7.431
451,Inside,6.203
451,Inside,6.203
451,Inside,4.778
451,Inside,4.778
451,Inside,6.999
451,Inside,6.999
451,Inside,7.643
451,Inside,7.643
451,Inside,24.361
451,Inside,24.361
451,Inside,3.85
451,Inside,3.85
451,Inside,1.975
451,Inside,1.975
451,Inside,5.811
451,Inside,5.811
451,Inside,4.766
451,Inside,4.766
451,Inside,9.664
451,Inside,9.664
451,Inside,0.573
451,Inside,0.573
451,Inside,5.935
451,Inside,5.935
451,Inside,0.68
451,Inside,0.68
451,Inside,1.174
451,Inside,1.174
451,Inside,0.641
451,Inside,0.641
451,Inside,9.071
451,Inside,9.071
451,Inside,2.49
451,Inside,2.49
451,Inside,4.005
451,Inside,4.005
451,Inside,1.324
451,Inside,1.324
451,Inside,25.17
451,Inside,25.17
451,Inside,7.774
451,Inside,7.774
451,Inside,9.756
451,Inside,9.756
451,Inside,7.38
451,Inside,7.38
451,Inside,3.606
451,Inside,3.606
451,Inside,1.245
451,Inside,1.245
451,Inside,0.711
451,Inside,0.711
451,Inside,7.508
451,Inside,7.508
451,Inside,1.108
451,Inside,1.108
451,Inside,8.799
451,Inside,8.799
451,Inside,1.105
451,Inside,1.105
451,Inside,0.684
451,Inside,0.684
451,Inside,2.955
451,Inside,2.955
451,Inside,6.236
451,Inside,6.236
451,Inside,0.573
451,Inside,0.573
451,Inside,7.178
451,Inside,7.178
451,Inside,23.582
451,Inside,23.582
451,Inside,5.615
451,Inside,5.615
451,Inside,5.271
451,Inside,5.271
451,Inside,5.922
451,Inside,5.922
451,Inside,1.282
451,Inside,1.282
451,Inside,0.711
451,Inside,0.711
451,Inside,5.671
451,Inside,5.671
451,Inside,0.398
451,Inside,0.398
451,Inside,5.59
451,Inside,5.59
451,Inside,1.174
451,Inside,1.174
451,Inside,1.544
451,Inside,1.544
451,Inside,3.822
451,Inside,3.822
451,Inside,2.323
451,Inside,2.323
451,Inside,0.573
451,Inside,0.573
451,Inside,1.034
451,Inside,1.034
451,Inside,0.819
451,Inside,0.819
451,Inside,14.938
451,Inside,14.938
451,Inside,3.7
451,Inside,3.7
